parameter	lambda_true	lambda_predicted
rel_heading	-4.892415078086671	-4.186843187433881
rel_heading	0.3449318436709179	-1.2660429475229376
rel_heading	-2.9728796563817808	-3.4780445829637876
rel_heading	0.6042541762602056	0.4050740345939288
rel_heading	1.5197567412553434	-0.19989044948648674
rel_heading	1.1732648752973418	-1.4204242602466008
rel_heading	3.0884488370959247	0.6984069516127814
rel_heading	1.5640824774794755	-0.3826905541859025
rel_heading	0.3100895566937991	-3.5856353438393347
rel_heading	-0.14073837857499605	-1.55165057248535
rel_heading	3.309802736107759	-0.40057944501905357
rel_heading	0.17260609347729172	-0.5804022572076984
rel_heading	-1.3450402552935925	-2.127334804436128
rel_heading	1.7202996214352524	0.23344492146385287
rel_heading	-3.6007291542403763	-2.52239084367841
rel_heading	1.4202810551053577	0.46201254404727804
rel_heading	2.980804617005716	-0.17848352624100272
rel_heading	-1.7813587005662255	-2.211710235063036
rel_heading	0.7709650895415479	-0.7241155716778013
rel_heading	-0.3409513008356573	-1.759409296796175
rel_heading	-0.11303149012491875	-1.4850449165865323
rel_heading	-1.6558592562411025	-1.852822175981506
rel_heading	-3.8708012511990852	-3.99238184010101
rel_heading	1.017559025084016	-0.9568496853121622
rel_heading	4.887944668044431	1.2094822750370486
rel_heading	2.459451957776487	0.622638831301653
rel_heading	4.312847307021654	0.13032249225643952
rel_heading	4.344138575012295	1.4169674752716688
rel_heading	-0.6245484709989002	-1.1677542189283652
rel_heading	3.738658386508906	1.402316322220095
rel_heading	3.6951196582032324	-0.12020571099969388
rel_heading	-0.5473127917024225	-0.6754616778901633
rel_heading	3.6847663482222544	1.0248310281191895
rel_heading	0.016164858193739917	-1.307840592673953
rel_heading	-3.2401190790484957	-2.7113230920697484
rel_heading	2.991374385407153	0.3550979300068855
rel_heading	0.8262894637589451	-1.0928400366018602
rel_heading	3.0218329341254506	-0.4523767036080607
rel_heading	-1.874419628736975	-3.362956463181206
