parameter	lambda_true	lambda_predicted
dev_collission	-5.109612498765024	-18.44233518835888
dev_ego_heading	-2.5193488581832533	0.1854867097465021
rel_heading	-16.33063122171548	-20.0
dev_collission	-9.811018936084992	-6.8210023476583705
dev_ego_heading	12.202173175009147	3.665395168122039
rel_heading	0.25455478020895583	0.862396984585663
dev_collission	8.336266678750661	2.4901617464734125
dev_ego_heading	-2.7059556163662464	-1.6620838501962223
rel_heading	12.888990044711292	20.0
dev_collission	-26.23888849429125	-4.258365576131607
dev_ego_heading	-0.08341040123290178	-0.4290445593633913
rel_heading	18.628030205987116	13.328749036174512
dev_collission	5.066380634406755	3.6616730738658387
dev_ego_heading	12.210870411554708	15.0
rel_heading	0.43190007649226203	1.7399496315850134
dev_collission	3.0838502871526785	2.4547732489783702
dev_ego_heading	5.172605753278095	-0.10816943429930911
rel_heading	-18.319916829019995	-5.982940104814242
dev_collission	-18.11206082167239	-30.0
dev_ego_heading	7.549173179555147	15.0
rel_heading	8.09197929262956	20.0
dev_collission	4.14717575450554	5.448810699521482
dev_ego_heading	-8.026008522003288	-6.408752396125954
rel_heading	-12.394370271735667	-9.53278881870407
dev_collission	-28.359520615774972	-30.0
dev_ego_heading	-11.91533810866337	-8.599967978299993
rel_heading	17.315026322673774	15.182296876878585
dev_collission	-29.144301098737877	-20.741004448191685
dev_ego_heading	-14.135759313227473	-15.0
rel_heading	-14.407165587074623	-20.0
dev_collission	-16.75456782283494	-20.396118379536016
dev_ego_heading	12.320066692781385	15.0
rel_heading	-14.22782444173517	-14.95170274670822
dev_collission	-5.4707603777324145	-8.135987439264225
dev_ego_heading	6.417518628539451	4.0005825719714565
rel_heading	5.670175061331175	14.696162645086243
dev_collission	-18.420273736408458	-30.0
dev_ego_heading	13.089771996359584	0.5661112170428964
rel_heading	16.97954212948207	20.0
dev_collission	2.0379748949438934	0.09512398441004359
dev_ego_heading	13.594476387059693	15.0
rel_heading	4.886827130512049	-0.5544529929648754
dev_collission	-22.532759313136427	-17.653713598861447
dev_ego_heading	10.3916383722596	1.362052195100283
rel_heading	14.680346817910454	8.180386856914803
dev_collission	11.619707958836564	6.677193815285442
dev_ego_heading	14.906070227398402	15.0
rel_heading	-14.341702778838052	-14.717140322912652
dev_collission	-22.27177066171189	-20.38695150308161
dev_ego_heading	-2.444508203735918	-5.994974735089292
rel_heading	3.906412722950698	8.465624082968544
dev_collission	-15.468542942582985	-22.9743753841075
dev_ego_heading	-4.212665945295907	-1.7455635146711526
rel_heading	-14.586506708998105	13.035318681639684
dev_collission	-29.720568084798057	9.809680823984474
dev_ego_heading	2.1827478452096045	2.260762017678189
rel_heading	-0.5409082120795574	-1.780294852526295
dev_collission	6.684673945095227	1.1489243270705796
dev_ego_heading	-13.367280091531539	-4.478078296070638
rel_heading	-7.131509267329971	-11.042650178221743
dev_collission	7.35212071323059	15.0
dev_ego_heading	-2.40093163936829	-2.21430744696913
rel_heading	-0.1452335519896053	-2.1715160981607298
dev_collission	13.009478120719393	9.621855085215387
dev_ego_heading	7.318371248067223	1.6380597752085684
rel_heading	11.778507540902076	9.847803181439732
dev_collission	-16.681992749647833	-4.2515552414537305
dev_ego_heading	0.3390376544727829	-1.6303228028731276
rel_heading	-3.5762163321416693	-8.918669379322337
dev_collission	-0.6833966793929314	-1.7722654616666087
dev_ego_heading	2.8375001925338985	3.3541023853229563
rel_heading	-0.13356698790321886	9.859077003706021
dev_collission	-8.335282433471999	-13.71003040459962
dev_ego_heading	-10.4518920045063	-15.0
rel_heading	-6.281374472371191	-8.956304286020025
dev_collission	1.7580057410046805	5.447373808368097
dev_ego_heading	5.304392214552678	1.5691238967669068
rel_heading	-5.941808431994495	-20.0
dev_collission	-3.3886061401368543	15.0
dev_ego_heading	0.18331441636221513	-0.7024867180346893
rel_heading	7.153069924250552	1.1839411657521144
dev_collission	-27.033989103687368	-30.0
dev_ego_heading	-1.7096079592885207	-10.253297784456016
rel_heading	2.215741693382064	1.808106068128513
dev_collission	-15.992975519572754	-25.131297770074617
dev_ego_heading	-11.30599130578652	-10.253297784456016
rel_heading	3.7734722269497603	1.808106068128513
dev_collission	-19.491328502398254	-25.131297770074617
dev_ego_heading	14.10178685240362	15.0
rel_heading	5.768849187971533	2.6611688908827773
dev_collission	12.46168919906372	5.662202042742817
dev_ego_heading	0.9995169346706554	2.6088151106857578
rel_heading	-10.124757820161957	-4.08096450339256
dev_collission	-25.172034391163027	-12.511852201235033
dev_ego_heading	-8.985415935511156	-11.354266958121913
rel_heading	-0.46851295981541696	-0.3797586485559393
dev_collission	10.837593837997062	3.676521065817161
dev_ego_heading	-2.5529041338281253	-0.9397295963984845
rel_heading	17.54188208050843	20.0
dev_collission	-4.449658999701516	-3.005530674855358
dev_ego_heading	-14.509421200150918	-3.3373075755987247
rel_heading	3.86233357209203	20.0
dev_collission	-13.859949831188594	-2.1229071316162025
dev_ego_heading	-14.064876838669392	-5.277273117053344
rel_heading	-0.9942424415864366	-1.0068292604647127
dev_collission	9.02543950427112	15.0
dev_ego_heading	1.1387980147689554	0.4119271463694986
