parameter	lambda_true	lambda_predicted
dev_ego_heading	-4.990597024216525	-10.253297784456016
rel_heading	0.5941511022176869	1.3560795510963857
dev_collission	-10.287052498727016	-15.672264684510772
dev_ego_heading	8.978970028257997	4.595946317592733
rel_heading	-0.8185312399135096	-1.31009470165737
dev_collission	8.536635988286264	15.348222570796658
dev_ego_heading	12.928937041851352	3.9803174371709993
rel_heading	-2.9116010118804283	-4.03446979814492
dev_collission	19.88803154746107	16.236540085897783
dev_ego_heading	3.4529962371256886	4.085056373358858
rel_heading	-13.343276835009119	-15.0
dev_collission	-9.332671527879954	-11.484146295538563
dev_ego_heading	3.08952364631201	1.5053397630098941
rel_heading	8.60787278992914	10.21186897899175
dev_collission	-0.38814523498136566	0.6248274965067614
dev_ego_heading	-11.90663451558585	-10.253297784456016
rel_heading	1.4162317556108377	1.3560795510963857
dev_collission	-18.75426720902016	-15.672264684510772
dev_ego_heading	-14.501720532211733	-7.766935158913135
rel_heading	6.000132912830328	15.0
dev_collission	14.968737034983548	20.0
dev_ego_heading	0.28549814196200884	0.1006677007951694
rel_heading	-11.78314670895788	-15.0
dev_collission	-2.946480887957719	-13.775509061134745
dev_ego_heading	-0.5336501033845806	0.7396188627886505
rel_heading	-2.301322414531956	-3.334777637422065
dev_collission	-11.633857573130225	-20.0
dev_ego_heading	8.78283679281353	10.770495597416389
rel_heading	3.3423398224552194	2.430753121835071
dev_collission	-14.059441083080205	-15.98530789010458
dev_ego_heading	13.558412033971926	15.0
rel_heading	4.933363057413004	-0.9725661786975712
dev_collission	15.601000278878033	4.022809118376473
dev_ego_heading	0.69016423159594	0.1143159614065425
rel_heading	-10.094599384124377	-6.942182140792352
dev_collission	19.717144673197062	15.63104110680883
dev_ego_heading	-12.347565336960844	-3.511600852563737
rel_heading	6.047747486632371	7.329449356713627
dev_collission	-13.478409962770407	-3.569601521468653
dev_ego_heading	-12.302697747150338	-4.80575787397019
rel_heading	7.421374247734448	7.009586469007421
dev_collission	-13.049488836478824	-4.538629944878257
dev_ego_heading	10.421508905066975	15.0
rel_heading	-11.441905049861157	-15.0
dev_collission	-11.54432452328367	-11.631368872498761
dev_ego_heading	0.06485534348278854	5.563142449632601
rel_heading	-0.7469995526039206	-15.0
dev_collission	0.9620548469696857	20.0
dev_ego_heading	14.454910580977788	15.0
rel_heading	-4.958538994071995	-6.980741177190924
dev_collission	2.7205864276894864	-0.450517286580174
dev_ego_heading	4.749176481771869	5.288130249058839
rel_heading	-14.082392476961141	-8.77060812530269
dev_collission	18.075349437422467	20.0
dev_ego_heading	-2.6696798055013264	-2.2516217481118233
rel_heading	-13.290891261847603	-10.626076603113974
dev_collission	0.06204374832730153	4.398039176275681
dev_ego_heading	-10.55077918436519	-10.253297784456016
rel_heading	-0.023108904870932534	1.3560795510963857
dev_collission	-18.827962466526667	-15.672264684510772
dev_ego_heading	-6.661133623596973	-7.882943889422212
rel_heading	1.6475015618518114	0.19525177181181366
dev_collission	15.310102829277625	10.276617305516076
dev_ego_heading	12.164656336600121	12.556397844762454
rel_heading	10.95647760663907	15.0
dev_collission	5.077692824927841	2.1237660644588408
dev_ego_heading	-6.502690305843377	-6.264425576537365
rel_heading	7.497800879340147	6.388581442729808
dev_collission	-2.9551256868424716	-2.1777581119103213
dev_ego_heading	-11.764361508102	-9.549492414486584
rel_heading	9.845926905062218	15.0
dev_collission	12.985548672966168	20.0
dev_ego_heading	1.0434464558854764	3.1041400540826234
rel_heading	-7.345380495160356	-11.939974082009279
dev_collission	9.697032903016428	14.583051716001492
dev_ego_heading	9.794362237257165	11.443539072982437
rel_heading	11.383599590664886	15.0
dev_collission	6.088275761583514	2.4000121481754575
dev_ego_heading	-11.002935961200265	-5.631077360558972
rel_heading	-1.908030508244634	-3.1860068079202524
dev_collission	-6.757868347951717	-8.82836383585126
dev_ego_heading	-9.263115820063224	-7.786070541019218
rel_heading	12.54742340532864	15.0
dev_collission	15.80644475016485	20.0
dev_ego_heading	9.226424452530821	13.699589031427077
rel_heading	1.9492396513945778	-1.9156005936060705
dev_collission	-11.04552636820506	-18.23359768274002
dev_ego_heading	-7.155897123296412	-3.2886490294196418
rel_heading	13.222045308019194	7.888225144286755
dev_collission	-8.592114807911297	-3.4794434802315313
dev_ego_heading	-10.27124101065343	-7.160923533950322
rel_heading	0.509840933952983	-0.08094811010712094
dev_collission	7.780946939999129	7.519316284208161
dev_ego_heading	-11.337959874346726	-15.0
rel_heading	-6.273509093586107	-10.058867481748466
dev_collission	1.0179733255640926	8.081342671012807
dev_ego_heading	-14.69907960456306	-7.862119523322533
rel_heading	-14.948268609229718	-9.171595519545605
dev_collission	15.523310275202974	11.279459262098246
dev_ego_heading	-6.587331981794716	-8.462221488946208
rel_heading	-7.205024404309759	-15.0
dev_collission	-2.6590659537924957	0.9826674258075002
dev_ego_heading	12.785713387848816	13.127147518528261
rel_heading	4.107234521913437	0.6508836733487406
dev_collission	12.141554427587678	1.1163529367168152
dev_ego_heading	6.998381651522948	15.0
rel_heading	1.4382245156191935	-0.6870425634821246
dev_collission	9.57670448092901	4.837900093078851
dev_ego_heading	-14.385334347181505	-14.813092343862305
rel_heading	-8.016208528286802	-7.410529128496681
dev_collission	14.621931031174569	19.050978191049673
dev_ego_heading	-5.493664279938621	-5.875303063735271
rel_heading	-11.416590653978496	-15.0
dev_collission	13.749136055775814	13.766022801705962
dev_ego_heading	8.6173381310822	8.14869022961883
rel_heading	11.841992412158039	15.0
dev_collission	18.466238501409777	12.452170015450074
dev_ego_heading	9.720266225526181	0.8957041197100468
rel_heading	9.806514626964386	15.0
dev_collission	8.467247359987937	6.387422122388981
dev_ego_heading	14.874707500894957	11.871954565798337
rel_heading	-6.81803153309666	-5.847251133960738
dev_collission	-0.14218375980732745	-1.9499158988355128
dev_ego_heading	-2.009427447957764	-0.9340675581543186
rel_heading	11.055967365547879	6.4824781659463735
dev_collission	-13.433995894286891	-7.653086225982207
dev_ego_heading	8.689156726438526	5.931864737918126
rel_heading	-8.98550397686545	-8.51731513258871
dev_collission	17.29011444669331	8.592639746974587
dev_ego_heading	5.358092825500627	7.036888414790205
rel_heading	-0.9446226501861172	-2.0941492740483634
dev_collission	1.842637591805559	2.750052487851179
dev_ego_heading	3.782937248769148	-0.22644731308860777
rel_heading	9.633361981740698	9.531195243330624
dev_collission	0.5996858878042808	13.359335128174488
dev_ego_heading	8.087889024942506	15.0
rel_heading	1.6831628694274698	-1.4057732526753883
dev_collission	8.439765123954764	4.978625459835603
dev_ego_heading	2.9140516872681665	5.388117648065865
rel_heading	6.290989127831207	7.211409565150803
dev_collission	-1.6376185642941046	0.7399906493215291
dev_ego_heading	9.473346928562712	14.677422017965782
rel_heading	2.606219682473558	-0.9971306188823945
dev_collission	-10.012163979295291	-13.408338902449604
dev_ego_heading	7.909725699161754	6.165733380409005
rel_heading	-11.093573470970115	-15.0
dev_collission	-16.33539242040639	-20.0
dev_ego_heading	12.756835047582236	14.915079009519513
rel_heading	2.458212999111346	-1.151815607484064
dev_collission	-3.438393962183021	-6.92840436710819
dev_ego_heading	-8.566429719771582	-2.6174087662236745
rel_heading	14.64803256313828	8.396719039821447
dev_collission	-13.382767062691482	-4.110168877732627
dev_ego_heading	1.5245791067070726	0.9125967628854094
rel_heading	12.0803469827761	9.617058298158696
dev_collission	13.710251357695846	13.983711922711453
dev_ego_heading	0.3583491889053452	-1.4241711269452628
rel_heading	-2.249456781086021	-6.303036576763217
dev_collission	6.696786773830045	0.8300214472163303
dev_ego_heading	7.05755155142354	0.7538037027394573
rel_heading	11.743902645086507	9.443359753997557
dev_collission	15.849940913208947	13.06568172497914
dev_ego_heading	-10.636393317101113	-4.760428672036225
rel_heading	-0.8350858614662453	-2.436385482760331
